E2F TRANSCRIPTION FACTOR NETWORK	E2F_PATHWAY	E2F1,RBBP4,ATM,CEBPA,CBX5,CREBBP,YY1,MYC,POLA1,E2F7,HIC1,RYBP,RRM2,KAT2B,UXT,RB1,CDK2,WASF1,HDAC1,MCL1,CDC6,E2F5,RBL1,CES5A,CDK1,PLAU,EP300,KAT2A,HBP1,SULT2A1,E2F2,RBL2,CES1,CCNE1,MYBL2,CES3,TOPBP1,SMARCA2,E2F3,CES4A,CES2,TRIM28,CES1P1,CDC25A,E2F6,CCND3,CDKN1A,RANBP1,BRCA1,TP73,XRCC1,SERPINE1,RRM1,CDKN2C,ORC1,CDKN1B,CCNE2,TFDP2,DHFR,TK1,APAF1,CCNA2,CASP7,SP1,SIRT1,TRRAP,PRMT5,TFE3,CDKN2A,TYMS,MCM3,RBBP8,E2F4,TFDP1
EFFECTS OF BOTULINUM TOXIN	BOTULINUMTOXINPATHWAY	RIMS1,VAMP2,SNAP25,CHRNA1,UNC13B,RAB3GAP2,SYT1,STXBP1,STX1A
EGF RECEPTOR (ERBB1) SIGNALING PATHWAY	ERBB1_RECEPTOR_PROXIMAL_PATHWAY	EGF,PAK1,GNAI3,GNAI1,NCK2,PIK3R2,STAT1,KRAS,NCK1,SRC,WASL,NRAS,SHC1,PIK3R3,SOS1,HRAS,PTK2,TLN1,PTPN1,PIP5K1C,STAT3,PIK3CB,GRB2,PIK3R1,PIK3CD,PTPN6,GSN,PLCG1,EGFR,MAPK1,RASA1,GAB1,PIK3CA,MAPK3,PTPN11
EGFR-DEPENDENT ENDOTHELIN SIGNALING EVENTS	ET_EGFRPATHWAY	SOS1,HRAS,GRB2,EDNRA,EGFR,MTOR,SHC1,EDN1,EGF
ENDOGENOUS TLR SIGNALING	TOLL_ENDOGENOUS_PATHWAY	HMGB1,VCAN,BGN,TICAM1,TLR3,IRAK4,TLR6,TLR4,TLR1,IKBKB,CHUK,SAA1,SAA2,HSPD1,SFTPA1,CD14,IKBKG,LY96,S100A9,S100A8,TIRAP,IRAK1,MYD88,IRAK2,RHOA,TLR2
ENDOTHELINS	ENDOTHELINPATHWAY	PLCB3,MAPK14,MMP1,ADCY9,SLC9A1,GNAL,FOS,EDNRB,SRC,PTK2B,COL3A1,CYSLTR2,PRKCQ,ADCY8,ADCY4,GNAO1,EDN3,PLA2G4A,BCAR1,GNAZ,ADCY7,COL1A2,GNA12,GNAQ,AKT1,CYSLTR1,EDNRA,MAP2K1,PRKCG,GNA11,GNA15,CRK,MAP2K2,GNA14,GNAI1,PRKCE,SLC9A3,RAF1,RHOA,JUN,JAK2,ADCY5,PRKCH,PRKCD,CDC42,ADCY6,ADCY2,GNAI2,ADCY3,MAPK8,TRPC6,EDN2,RAC1,PLCB1,GNAI3,MAPK1,HRAS,PRKCB,PLCB2,EDN1,ADCY1,MAPK3,PRKCA
EPHA FORWARD SIGNALING	EPHA_FWDPATHWAY	EPHA7,PIK3R6,EFNA1,EPHA2,PLCG1,LYN,ARHGEF15,EFNA2,VAV3,SRC,BLK,EPHA3,YES1,CDK5,VAV2,EPHA8,EPHA1,EFNA3,EFNA5,PIK3R5,CRKL,EPHA6,NGEF,CBL,PIK3CG,FGR,HCK,EPHA4,RHOA,EPHA5,ROCK1,LCK,FYN,CRK
EPHA2 FORWARD SIGNALING	EPHA2_FWDPATHWAY	PIK3R1,SHC1,CBL,INPPL1,PTK2,VAV3,RAC1,PIK3CA,ARHGAP35,GRB2,VAV2,PAK1,EPHA2,TIAM1,BCAR1,RHOA,ACP1,EFNA1,SRC
EPHB FORWARD SIGNALING	EPHBFWDPATHWAY	EPHB2,EPHB4,EFNA5,MAPK1,SRC,GRB2,MAP2K1,PXN,CRK,CDC42,HRAS,NCK1,KRAS,EFNB3,RRAS,PAK1,MAPK3,GRB7,PTK2,SYNJ1,EPHB3,EFNB1,DNM1,MAP4K4,PIK3CA,GRIA1,EPHB1,ROCK1,NRAS,ITSN1,RAP1A,RAC1,RAP1B,EFNB2,PIK3R1,SHC1,WASL,TF,KALRN,RASA1
EPHRIN A  REVERSE SIGNALING	EPHRINAREVPATHWAY	EPHA5,FYN,EFNA5
EPHRIN B REVERSE SIGNALING	EPHRINBREVPATHWAY	EFNB2,LCK,SRC,ITGA2B,EPHB4,NCK2,RGS3,PIK3R1,FGR,MAP2K4,YES1,EFNB1,LYN,FYN,FGG,FGA,MAPK8,PIK3CA,EPHB1,FGB,MAP3K7,DNM1,BLK,CXCR4,TIAM1,EPHB2,RAC1,HCK,ITGB3,PTPN13
EPHRINA-EPHA PATHWAY	EPHRINA_EPHAPATHWAY	EPHA5,EFNA5,EPHA8,EPHA4,EPHA2,EPHA3,EPHA6,EPHA7
EPHRINB-EPHB PATHWAY	EPHRINB_EPHBPATHWAY	EFNB1,EPHB1,EFNB2,EPHB3,EPHB2,EPHB4
EPO SIGNALING PATHWAY	EPOPATHWAY	PTPN11,EPO,GRB2,BCL2,NFKB1,CBL,TEC,CRKL,SHC1,PLCG2,SOCS3,STAT5A,BCL2L1,MAPK14,SH2B3,STAT5B,TRPC6,PLCG1,MAPK8,IRS2,JAK2,EPOR,INPP5D,BTK,VAV2,RAP1A,GAB1,STAT1,RAPGEF1,LYN,PIK3R1,SOS1,PTPN6,HRAS
ERBB RECEPTOR SIGNALING NETWORK	ERBB_NETWORK_PATHWAY	ERBB3,NRG1,EGF,AREG,AREGB,NRG2,NRG3,NRG4,EGFR,ERBB4,HSP90AA1,ERBB2,BTC,EREG,HBEGF,TGFA
ERBB1 DOWNSTREAM SIGNALING	ERBB1_DOWNSTREAM_PATHWAY	DUSP1,KRAS,PLD1,PRKCD,PPP2R1A,MAPK8,PIK3CA,EPS8,EGFR,MAP3K2,ELK1,HRAS,NCKAP1,BAIAP2,PEBP1,WASF2,GRB2,YWHAQ,RIN1,ATF2,STAT1,YWHAH,BRAF,PRKCZ,PPP2CA,RAB5A,RAF1,USP6NL,EGF,RAC1,BAD,CREB1,PIK3R3,CYFIP2,PRKCA,SH2D2A,PPP2R2A,PIK3R2,BCL2L1,SMAD1,MAPK3,MAPK9,ABI1,MAP3K1,RALA,MAP2K2,ARPC1B,ACTR2,YWHAG,YWHAB,ARF4,SRC,IQGAP1,SLC9A1,BRK1,JUN,PLD2,PDPK1,DUSP6,SOS1,AKT1,GAB1,NRAS,VAV2,EGR1,MEF2C,RALGDS,RPS6KA4,F2RL2,MAP2K5,MTOR,ARPC3,PPP5C,YWHAE,ATF1,CALM1,CALM2,CALM3,MAPK1,ARPC4,CDC42,CAPN2,MAPK7,MLST8,STAT3,KSR1,PIK3R1,ARPC2,RICTOR,SFN,ZFP36,DIAPH3,RPS6KA5,ACTR3,RPS6KA3,RPS6,WASL,SRF,MAP2K1,MAPKAP1,FOS,MAP2K4,CHN2,YWHAZ,PIK3CD,PIK3CB,ARPC5,MYLPF
ERBB2/ERBB3 SIGNALING EVENTS	ERBB2ERBB3PATHWAY	ERBB2,MAPK9,JAK2,RAC1,PIK3R1,PIK3CB,CHRNE,STAT3,PTPN11,KRAS,HRAS,MAPK8,MAPK1,MAP2K1,PRKACA,GRB2,CDC42,SRC,BAD,MAPK3,MAP2K2,DOCK7,PIK3CA,USP8,MAPK10,ERBB3,CHRNA1,NFATC4,PPP3CB,AKT1,RNF41,FOS,JUN,NRG2,SHC1,NRAS,PIK3R2,NRG1,NF2,PIK3CD,RAF1,MTOR,SOS1,PIK3R3
ERBB4 SIGNALING EVENTS	ERBB4_PATHWAY	LRIG1,NEDD4,FYN,STAT5A,ITCH,DLG4,MDM2,TAB2,YAP1,NRG2,PIK3R1,ERBB4,BTC,PIK3R2,EREG,PIK3R3,STAT5B,WWP1,PIK3CA,WWOX,CBFA2T3,MAPK3,HBEGF,JAK2,PRL,MAPK1,PIK3CD,PRLR,NRG1,NCOR1,PIK3CB,GRB2,GRIN2B,ADAM17,SHC1,ERBB2,NRG4,NRG3
FANCONI ANEMIA PATHWAY	FANCONI_PATHWAY	PALB2,UBE2T,SSPO,HUS1,RPA2,FANCL,FANCM,FBXW11,C17ORF70,BRCA1,RAD17,C19ORF40,RAD9A,FANCD2,TOPBP1,ATRIP,FANCG,FANCC,CHEK1,APITD1,MRE11A,BRCA2,RFC3,XRCC3,FANCE,FANCI,FANCF,FAN1,TOP3A,FANCA,FANCB,RAD1,ATM,BRIP1,RFC4,H2AFX,RAD50,ATR,RPA1,NBN,BLM,RFC5,RMI1,HES1,USP1,WDR48,RFC2
FAS (CD95) SIGNALING PATHWAY	FASPATHWAY	MAPK14,CLTC,MAPK10,MAPK9,PIK3CA,PIK3R2,PDPK1,BIRC2,CASP8,FADD,PIK3CB,BID,MAP3K1,CASP10,AKT1,RFC1,FAIM2,FASLG,CFLAR,SRC,BTK,RIPK1,EZR,MAPK11,PIK3R1,CHUK,CASP3,PIK3CD,IKBKG,MAPK8,SYK,PIK3R3,MAP2K7,SMPD1,BIRC3,FAS,IKBKB,MAP2K6
FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS	FCER1PATHWAY	SOS1,JUN,GRB2,PPAP2A,DOK1,PIK3R1,LYN,HRAS,RASA1,MAP2K1,PTPN13,AKT1,MAPK3,PLA2G4A,RAF1,PAK2,PLA2G1B,PRKCB,FCGR2B,BTK,LAT2,HCLS1,FYN,MAPK1,RELA,GAB2,DUSP1,SPHK1,IGHE,CHUK,INPP5D,CBLB,S1PR1,MAP3K1,PTPN11,LCP2,KLRG1,IKBKB,FCER1A,MS4A2,FCER1G,SYK,VAV1,FER,WIPF1,ITK,PIK3CA,MAP2K7,CBL,NFATC2,SHC1,MAP2K2,MAPK8,PTK2,LAT,PLD2,MAP2K4,NFKB1,FOS,PXN,IKBKG,PLCG1
FGF SIGNALING PATHWAY	FGF_PATHWAY	FGFR1,FGF4,MET,CDH2,MAPK14,PDPK1,PLAU,FGFR2,STAT5B,FGF8,PTPN11,SHC1,FGF2,MAPK1,SDC4,IL17RD,STAT1,PIK3R1,AKT1,SPRY2,SOS1,RPS6KA1,FOS,GAB1,PTK2B,CDH1,JUN,FRS2,CTNND1,FGF23,MAPK3,CAMK2A,SSH1,MMP9,GRB2,KL,PAK4,SDC2,CTTN,FGF9,RUNX2,BGLAP,FGF19,HGF,CBL,NCAM1,SPP1,FGF1,DUSP6,KLB,SRC,PIK3CA,PLAUR,FGFR3,STAT3,FGF18,PLCG1,FGFR4,FGF17,FGF6
FOXA TRANSCRIPTION FACTOR NETWORKS	HNF3PATHWAY	FOXA2,FOXA3,FOXA1
FOXA1 TRANSCRIPTION FACTOR NETWORK	HNF3APATHWAY	TFF1,FOXA3,POU2F1,DSCAM,C4BPB,SFTPD,NR2F2,XBP1,SP1,SCGB1A1,NFIA,SFTPA1,GCG,SHH,CYP2C18,NFIC,SERPINA1,AP1B1,SOD1,ATP5J,AR,NRIP1,FOXA2,INS,CREBBP,JUN,KLK3,CEBPB,BRCA1,FOXA1,VTN,FOS,NCOA3,CDKN1B,APOB,ESR1,COL18A1,SFTPA2,PISD,EP300,PRDM15,NFIB,NKX3-1,NDUFV3
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	HNF3BPATHWAY	ALB,PCK1,BDH1,HNF1A,NF1,UCP2,NR3C1,F2,HNF4A,G6PC,ABCC8,SLC2A2,GCK,HMGCS1,PKLR,CEBPA,ACADVL,INS,FOXA1,TTR,ALDOB,KCNJ11,TFRC,AKT1,CEBPD,CREB1,ALAS1,CEBPB,HADH,IGFBP1,CPT1B,SP1,AFP,FOXA3,HNF1B,APOA1,CPT1C,NKX2-1,FOXA2,CPT1A,DLK1,ACADM,FOXF1,TAT,PDX1
FOXM1 TRANSCRIPTION FACTOR NETWORK	FOXM1PATHWAY	CCNA2,CDC25B,FOXM1,CDK4,CENPB,BIRC5,FOS,CCNB2,GSK3A,CCNB1,SKP2,CHEK2,CENPA,MMP2,CDKN2A,ESR1,CCND1,CREBBP,MYC,GAS1,AURKB,CENPF,CDK2,NEK2,CKS1B,BRCA2,CCNE1,TGFA,HSPA1A,HSPA1B,LAMA4,ETV5,CDK1,MAP2K1,RB1,EP300,SP1,PLK1,XRCC1,ONECUT1,NFATC3,HIST1H2BA
FOXO FAMILY SIGNALING	FOXOPATHWAY	CSNK1G1,SGK1,CAT,FBXO32,RALA,CSNK1E,IKBKB,PLK1,SIRT1,FOXO1,BCL2L11,RAN,EP300,CREBBP,CSNK1G2,FOXO4,MAPK8,USP7,CSNK1A1,CTNNB1,CSNK1D,YWHAE,RALB,CHUK,MST1,G6PC,CSNK1G3,CCNB1,FASLG,GADD45A,YWHAB,YWHAH,XPO1,MAPK9,MAPK10,SOD2,SKP2,BCL6,KAT2B,YWHAQ,CDKN1B,CDK2,FOXO3,ZFAND5,RBL2,YWHAG,SFN,AKT1,YWHAZ
GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	REG_GR_PATHWAY	YWHAH,FKBP5,BAX,MMP1,NR4A1,VIPR1,MAPK8,IL6,HDAC1,IFNG,POU2F1,STAT1,BGLAP,GATA3,AKT1,PRKACB,SGK1,CDK5R1,HDAC2,STAT5B,EGR1,NCOA2,SMARCD1,IL4,GSK3B,SUMO2,RELA,PPP5C,TP53,POMC,KRT5,STAT5A,SMARCC2,SMARCA4,SFN,MDM2,TBP,ICAM1,CSN2,MAPK3,NR1I3,CSF2,NFATC1,TBX21,CREBBP,EP300,IRF1,FKBP4,FOS,MAPK9,KRT14,MAPK10,NFKB1,NR3C1,SUV420H1,PRL,CGA,PBX1,PRKACG,HSP90AA1,MAPK1,MAPK14,TSG101,FGG,SPI1,MAPK11,SELE,NCOA1,SMARCC1,JUN,PRKACA,POU1F1,IL5,KRT17,AFP,CREB1,CDKN1A,IL13,IL8,IL2,PCK2,CDK5
GLYPICAN 1 NETWORK	GLYPICAN_1PATHWAY	BLK,SRC,TGFB3,NRG1,FGR,FGF2,PLA2G2A,HCK,VEGFA,TGFB2,TGFBR1,FGFR1,YES1,TGFB1,LAMA1,LYN,APP,TGFBR2,LCK,SLIT2,SMAD2,FYN,SERPINC1,GPC1,PRNP,TDGF1,FLT1
GLYPICAN 2 NETWORK	GLYPICAN_2PATHWAY	MDK,GPC2
GLYPICAN 3 NETWORK	GLYPICAN_3PATHWAY	FURIN,FGF7,SHH,MAPK9,GPC3,PTCH1,BMP4,MAPK8
GLYPICAN PATHWAY	GLYPICANPATHWAY	GPC2,GPC1,GPC3
GMCSF-MEDIATED SIGNALING EVENTS	GMCSF_PATHWAY	CSF2RA,YWHAZ,PIK3R1,NRAS,CSF2RB,MAPK3,MAP2K2,MAPK1,FOS,GAB2,PRKACB,CCL2,STAT5B,OSM,GRB2,PIM1,LYN,CISH,CSF2,IKBKB,KRAS,STAT1,HRAS,STAT3,PRKACA,RAF1,SHC1,STAT5A,PIK3CA,JAK2,PRKACG,PTPN11,INPP5D,SYK,MAP2K1,SOS1,IRF8
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	HEDGEHOG_GLIPATHWAY	SAP18,RBBP4,CSNK1A1,GNAO1,CREBBP,GSK3B,MAP2K1,GNAI2,SAP30,PIAS1,RBBP7,HDAC1,PRKCD,XPO1,LGALS3,MTSS1,IFT172,GLI3,SUFU,SPOP,CSNK1E,SHH,RAB23,SIN3B,GNAI1,CSNK1G3,PRKACA,FBXW11,GLI2,CSNK1G1,GNG2,GLI1,AKT1,GNAI3,FOXA2,CSNK1D,IFT88,GNB1,ARRB2,SMO,STK36,CSNK1G2,KIF3A,HDAC2,SIN3A,GNAZ,PTCH1,SSPO
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF1_TFPATHWAY	LDHA,NT5E,AKT1,TFRC,PGM1,PKM2,LEP,CREBBP,CA9,ITGB2,TERT,NOS2,PFKL,FECH,ETS1,CITED2,NDRG1,HIF1A,JUN,HNF4A,SLC2A1,GCK,SMAD3,EGLN1,ABCB1,EGLN3,MCL1,FOS,CXCL12,NPM1,SMAD4,HK2,PLIN2,FURIN,ALDOA,HDAC7,CXCR4,ENO1,ARNT,CREB1,BHLHE41,BHLHE40,HK1,ID2,NCOA1,ABCG2,PGK1,GATA2,ENG,CP,VEGFA,SP1,TFF3,ADM,EDN1,SERPINE1,EP300,IGFBP1,BNIP3,NCOA2,TF,HMOX1,EPO,RORA,COPS5,PFKFB3
HIF-2-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF2PATHWAY	SIRT1,CREBBP,EGLN2,FXN,EIF3E,SERPINE1,CITED2,EGLN1,SP1,KDR,SLC11A2,EP300,POU5F1,EPAS1,PGK1,VEGFA,EFNA1,ELK1,TCEB2,TWIST1,ABCG2,EPO,BHLHE40,APEX1,SLC2A1,EGLN3,MMP14,FLT1,ETS1,HIF1AN,TCEB1,ARNT,VHL,ADORA2A
HIV-1 NEF: NEGATIVE EFFECTOR OF FAS AND TNF-ALPHA	HIVNEFPATHWAY	APAF1,TRAF1,BID,MAPK8,DFFA,MAP2K7,NEF,CASP9,MAP3K5,DFFB,TRAF2,DAXX,TNFRSF1A,TRADD,CYCS,CD247,BAG4,MAP3K14,CASP8,FAS,CASP6,CASP2,RELA,TNF,FASLG,CASP3,BCL2,CASP7,CHUK,NFKB1,CFLAR,NFKBIA,FADD,CRADD,RIPK1,BIRC3
HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA	HIF1APATHWAY	RBX1,HSP90AA1,HIF1A,TP53,OS9,TCEB1,CDKN2A,EGLN3,EGLN1,NAA10,COPS5,TCEB2,ARNT,CUL2,HIF3A,VHL,HIF1AN,GNB2L1,EGLN2
IFN-GAMMA PATHWAY	IFNGPATHWAY	CBL,MTOR,STAT3,IFNG,CAMK2B,RAP1B,JAK1,CALM1,CALM2,CALM3,IRF9,PIK3R1,CAMK2D,PIAS4,IRF1,PTGES2,CASP1,MAPK1,DAPK1,MAPK3,CRKL,IFNGR1,PIK3CA,MAP2K1,CEBPB,RAP1A,PTPN2,STAT1,PRKCD,AKT1,EP300,IL1B,RAPGEF1,CAMK2G,SOCS1,MAP3K1,JAK2,PIAS1,CAMK2A,SMAD7,MAP3K11,PTPN11,CREBBP
IGF1 PATHWAY	IGF1_PATHWAY	PRKCD,IGF1,RAF1,SHC1,BAD,GRB10,NCK2,IGF1R,IRS1,BCAR1,AKT1,CRKL,PRKCZ,PDPK1,PXN,PTPN1,HRAS,PRKD1,PIK3R1,PTK2,YWHAE,RPS6KB1,GRB2,PIK3CA,GNB2L1,CRK,SOS1,IRS2,YWHAZ,PTPN11
IL1-MEDIATED SIGNALING EVENTS	IL1PATHWAY	UBE2N,MAP2K6,PIK3CA,CHUK,NFKB1,IKBKG,TRAF6,IL1R2,MAP3K3,RELA,MAP3K7,SQSTM1,PRKCI,IKBKB,TAB2,MYD88,PRKCZ,IL1RAP,UBE2V1,IRAK1,JUN,IL1B,MAPK8,TICAM2,ERC1,IRAK4,TAB1,PIK3R1,CASP1,IL1R1,IL1RN,IL1A,TOLLIP,IRAK3
IL12 SIGNALING MEDIATED BY STAT4	IL12_STAT4PATHWAY	IL2,IRF1,CD28,IL2RA,MAPK9,MAPK8,CD247,PPP3CB,IL18R1,IL18RAP,CD80,PPP3R1,IL13,TBX21,IFNG,HLA-DRB1,JUN,IL18,CREBBP,PIAS2,HLA-DRA,TGFB1,CD3G,CD3E,CD4,CD86,CD3D,PRF1,FOS,STAT4,STAT3,PPP3CA,ETV5
IL12-MEDIATED SIGNALING EVENTS	IL12_2PATHWAY	MAP2K6,CD3G,IL12RB1,RAB7A,LCK,GZMB,IL4,IL18,STAT1,JAK2,ATF2,STAT3,HLA-DRB1,NFKB1,CD4,TYK2,IL18RAP,NOS2,RIPK2,IL1B,SOCS1,EOMES,IL2RB,CCL4,IL12A,RELB,CD247,B2M,IL12B,HLA-DRA,CD3D,CCR5,IL12RB2,MTOR,GZMA,GADD45G,GADD45B,IL2RG,NFKB2,TBX21,PPP3CB,FOS,HLA-A,MAP2K3,STAT5A,CD8A,RELA,STAT4,IL1R1,CD3E,PPP3CA,CD8B,MAPK14,STAT6,IL2,IL2RA,FASLG,PPP3R1,SPHK2,IL18R1,CCL3,HLX,IFNG
IL2 SIGNALING EVENTS MEDIATED BY PI3K	IL2_PI3KPATHWAY	PIK3R1,MYC,RAC1,GAB2,NFKB1,PTPN11,SGMS1,RELA,LCK,MYB,MTOR,EIF3A,RPS6KB1,IL2,BCL2,IL2RA,PRKCZ,IL2RG,IL2RB,FOXO3,BCL2L1,RPS6,CALM1,CALM2,CALM3,SOS1,JAK3,SHC1,PIK3CA,HSP90AA1,GRB2,AKT1,E2F1,TERT,SMPD1,JAK1,UGCG
IL2 SIGNALING EVENTS MEDIATED BY STAT5	IL2_STAT5PATHWAY	IL2,GRB2,MYC,JAK1,CCNA2,SP1,IL2RB,GAB2,SHC1,CCND3,SOS1,PIK3R1,IL2RG,BCL2,STAT5A,PRF1,BCL2L1,LTA,ELF1,FASLG,CCND2,CDK6,LCK,PTPN11,FOXP3,JAK3,IL4,STAT5B,PIK3CA,IL2RA
IL2-MEDIATED SIGNALING EVENTS	IL2_1PATHWAY	STAM2,IRS2,MYC,STAT3,NRAS,IFNG,HRAS,KRAS,MAPK1,SOS1,DOK2,RASA1,SOCS1,PIK3CA,SOCS3,CISH,STAT1,SYK,MAP2K1,SOCS2,RAF1,PTPN11,JAK1,JAK3,LCK,FYN,STAT5B,IKZF3,PIK3R1,GRB2,PRKCB,GAB2,MAPK9,BCL2,IL2RA,MAP2K2,JUN,PTK2B,IRS1,MAPK8,STAT5A,PPP2R5D,STAM,MAPKAPK2,MAPK3,MAPK11,IL2RG,CDK2,PRKCE,IL2,SHC1,FOS,MAPK14,IL2RB,RHOA
IL23-MEDIATED SIGNALING EVENTS	IL23PATHWAY	NFKBIA,IL12B,IL2,CXCL1,PIK3R1,IL1B,STAT1,TNF,RELA,TYK2,SOCS3,NOS2,PIK3CA,IL23R,CXCL9,IL24,ITGA3,CCL2,NFKB1,IL19,IL18RAP,IL6,STAT5A,IL18R1,MPO,ALOX12B,STAT3,CD3E,IL23A,JAK2,IL17F,STAT4,IL17A,IL18,IL12RB1,IFNG,CD4
IL27-MEDIATED SIGNALING EVENTS	IL27PATHWAY	IL12RB2,EBI3,IL1B,IL12B,STAT1,STAT4,STAT3,GATA3,TYK2,STAT5A,TBX21,IL6,TNF,IL2,TGFB1,JAK1,IL12A,IL27RA,IFNG,IL17A,JAK2,IL12RB1,IL27,STAT2,IL18,IL6ST
IL3-MEDIATED SIGNALING EVENTS	IL3_PATHWAY	JAK2,STAT5A,IL3RA,GAB2,CSF2RB,HDAC1,BCL2L1,YWHAZ,PRKACG,PRKACA,PIK3R1,STAT5B,PTPN11,GRB2,YWHAG,CEBPB,CNKSR1,SHC1,IL3,INPP5D,SRP9,CISH,ID1,PIM1,PRKACB,OSM,PIK3CA
IL4-MEDIATED SIGNALING EVENTS	IL4_2PATHWAY	CEBPB,COL1A1,SELP,MYB,CBL,ALOX15,IRF4,MTOR,IL13RA1,IL13RA2,AICDA,JAK1,JAK2,FES,IGHG1,TFF3,STAT5B,PIK3R1,THY1,MYBL1,STAT5A,INPP5D,CCL17,IL2RG,MAPK14,PIGR,LTA,SPI1,COL1A2,AKT1,FCER2,IGHE,CCL11,ARG1,OPRM1,PTPN6,CD40LG,PARP14,SOCS5,JAK3,BCL2L1,EGR2,IRS2,GRB2,IL4,IRS1,IL5,RPS6KB1,STAT6,SOCS1,ITGB3,RETNLB,ETS1,SP1,SHC1,BCL6,HMGA1,CCL26,IL4R,IGHG3,PIK3CA,IL10,DOK2,SOCS3,GTF3A
IL5-MEDIATED SIGNALING EVENTS	IL5_PATHWAY	CISH,STAT5B,CSF2RB,LYN,IL5,IL5RA,PIK3R1,SDCBP,PIK3CA,PIM1,PTPN11,JAK2,GRB2,STAT5A
IL6-MEDIATED SIGNALING EVENTS	IL6_7PATHWAY	PIK3CA,PRKCD,IL6ST,HCK,CEBPD,MAPK14,JAK2,MAP2K4,PIAS1,AKT1,RAC1,BCL2L1,JUN,STAT1,SOCS3,LBP,IL6R,HSP90B1,JAK1,TNFSF11,PIK3R1,CEBPB,FOS,GAB1,VAV1,GRB2,A2M,JUNB,GAB2,MAPK11,PTPRE,CRP,LMO4,STAT3,MAP2K6,PTPN11,SOS1,FGG,IRF1,MITF,FOXO1,TIMP1,MYC,PIAS3,MCL1,IL6,TYK2
IL8- AND CXCR1-MEDIATED SIGNALING EVENTS	IL8CXCR1_PATHWAY	CXCR1,HCK,PRKCB,GNB1,PDPK1,RAB5A,PRKCA,CBL,PIK3R6,PLCB2,ADRBK1,PLCB1,LYN,PRKCG,GNAI2,GNA15,PLD1,ARRB2,DNM1,PLCB3,PRKCE,GNG2,FGR,GNA14,PIK3CG,IL8,AKT1,ARRB1
IL8- AND CXCR2-MEDIATED SIGNALING EVENTS	IL8CXCR2_PATHWAY	PDPK1,PPP2CA,GNA15,PRKCB,PLCB1,IL8,PRKCA,RAB7A,RAC2,DNM1,PPP2R1A,ARRB1,PIK3R6,GNAI2,GNB1,PIK3CG,PLCB3,CBL,RAB11A,GNA14,PLD2,DOCK2,GNG2,PLCB2,AKT1,FGR,CXCR2,VASP,RAB5A,HCK,PRKCG,ARRB2,ELMO1,LYN
IL8-MEDIATED SIGNALING EVENTS	IL8_PATHWAY	IL8
INSULIN PATHWAY	INSULIN_PATHWAY	PARD6A,EXOC6,GRB10,PRKCI,INPP5D,EXOC5,EXOC3,EXOC1,RASA1,SHC1,EXOC7,SH2B2,CBL,SORBS1,PDPK1,INS,AKT2,EIF4EBP1,NCK2,TRIP10,HRAS,SOS1,RAPGEF1,INSR,NCK1,PTPN1,EXOC2,IRS1,PIK3R1,PTPN11,DOK1,FOXO3,EXOC4,CAV1,GRB2,AKT1,SGK1,GRB14,RPS6KB1,F2RL2,CRK,PRKCZ,RHOQ,PTPRA,PIK3CA
INSULIN-MEDIATED GLUCOSE TRANSPORT	INSULIN_GLUCOSE_PATHWAY	SLC2A4,PRKCZ,YWHAG,AKT1,INSR,LNPEP,SFN,YWHAE,PRKCI,YWHAB,STX4,YWHAZ,GYS1,PPP1R3A,TBC1D4,RHOQ,INS,YWHAQ,TRIP10,GSK3B,AKT2,VAMP2,STXBP4,ASIP,CALM1,CALM2,CALM3,PPP1CC,YWHAH
INTEGRIN FAMILY CELL SURFACE INTERACTIONS	INTEGRIN_CS_PATHWAY	ITGA2B,ITGA7,ITGA3,ITGA8,ITGA5,ITGB1,ITGAE,ITGAL,ITGAM,ITGB5,ITGB8,ITGA11,ITGB4,ITGA4,ITGA6,ITGA2,ITGA10,ITGA1,ITGAD,ITGB2,ITGB3,ITGAV,ITGB6,ITGB7,ITGA9,ITGAX
INTEGRIN-LINKED KINASE SIGNALING	ILK_PATHWAY	PPP1R14A,RAC1,RUVBL2,ZEB1,TACC3,PPP1R14B,CDC42,ELMO2,RHOG,PARP1,NACA,LIMS2,GSK3B,LIMS1,ZYX,XPO1,GIT2,RICTOR,PPP1R12A,PARVG,ILK,ARHGEF6,MYL9,PARVA,CDC37,AURKA,HSP90AA1,CCND1,TNS1,CREB1,ILKAP,PARVB,RUVBL1,ACTN1,JUN,PPP1R14C,CTNNB1,SNAI1,AKT1,ARHGEF7,NCK2,PXN,IQGAP1,CKAP5,DIAPH1
